permno,comnam
37082,FLUID CORP
46181,JACKPOT ENTERPRISES INC
50956,U S F & G CORP
63547,POLYMER RESEARCH CORP AMER
64689,PUGET SOUND BANCORP
27370,CORVUS SYSTEMS INC
62771,PHOTO MARKER CORP
23529,CIPHER DATA PRODS INC
66609,RESORT & URBAN TIMESHARES INC
23203,CHESSCO INDUSTRIES INC
63344,PLASMA THERM CORP
29664,DIABLO OIL INC
46122,J E C LASERS INC
68850,SASCO COSMETICS INC
80419,VECTOR GRAPHIC INC
47133,KARCHER CARL ENTERPRISES INC
64098,RIO GRANDE DRILLING CO
57147,NETWORK SECURITY CORP
62819,PHOTON SOURCES INC
63221,PIZZA VENTURES INC
70827,SIPPICAN OCEAN SYS INC
38173,GARCIAS SCOTTSDALE INC
66580,RESERVE EXPLORATION CO
44266,INSITUFORM EAST INC
65112,QUICKPRINT AMERICA INC
35992,ALASKA BANK COMMERCE ANCHORAGE
45277,INTERNATIONAL GAME TECHNOLOGY
59548,OMNIDENTIX SYSTEMS CORP
24556,COLLAGEN CORP
28813,DATAPOWER INC
47491,KENTUCKY HORSE CTR INC
71459,SOUTHERN BIOTECH INC
16994,BARRIS INDUSTRIES INC
28223,DNA MED INC
44581,INTELLIGENT COMMUNICATIONS NET
81788,WEB PRESS CORP
33276,EQUINETICS INC
42578,HORNBECK OFFSHORE SERVICES INC
43020,HYBRITECH INC
69914,SEISDATA SERVICES INC
74668,TAPE SPECIALTY INC
10285,A I M TELEPHONES INC
37154,FONAR CORP
43394,IRT RLTY SVCS INC
56953,NAUGLES INC
63538,DALE ELECTRONICS INC
78482,UNITED CABLE TELEVISION DENVER
20811,CALNY INC
43589,IMARK INDUSTRIES INC
53233,UNICORP AMERICAN CORP
53306,METRO AIRLINES INC
16707,MANVILLE CORP
64557,CENTRAL LOUISIANA ELEC CO INC
66237,LORIMAR
68136,SOUTHWEST BANCORP
74545,TACO CHARLEY INC
50243,SERVOTRONICS INC
63678,POSITECH CORP
24759,COLORADO GOLD & SILVER INC
25770,COMPUTONE SYS INC
40425,GULF NUCLEAR INC
44282,INSTACOM INC
53293,METRO CABLE CORP
18957,BRACKEN EXPLORATION CO
27562,CRACKER BARREL OLD CTRY STR
45525,PETROSYSTEMS INTL INC
51932,WALLACE COMPUTER SERVICES INC
54093,MILLCREST PRODS CORP
69650,SEAL INC
39416,GOOD TACO CORP
46790,JOSEPHSON INTERNATIONAL INC
42404,HOMESTEAD OIL CO INC
43773,IMPERIAL PETROLEUM INC
65649,RAN ENERGY INC
15414,ASTRADYNE COMPUTER INDS INC
36717,FLARE INC
74465,T S C CORP
12125,ALTA ENERGY CORP
23740,CITIZENS FEDERAL S & L ASSN NJ
51642,MARLIN OIL CO
54907,MONCHIK WEBER CORP
16791,BANKERS NOTE INC
45306,INTERNATIONAL MOBILE MACH CORP
63634,INTEGRATED ENERGY INC
66966,JET AMERICAN AIRLS INC
55651,MUSTANG DRILLING & EXPL INC
63618,HINDERLITER ENERGY EQUIP CORP
74051,SYSCON CORP
81091,VISUAL TECHNOLOGY
25452,COMMUNICATIONS SYSTEMS INC
11704,ALEXANDER ENERGY CORP
67222,ROBERTS OIL & GAS INC
17989,BINGO KING INC
18041,BIOCELL TECH
56805,INTERFIRST CORP
22382,CERBERONICS INC
29196,ARKLA INC
32556,MORMAC ENERGY CORP
66405,A D I ELECTRONICS INC
79303,UNITED STATIONERS INC
40620,HABER INC
45509,INTERNATIONAL TOTALIZATOR SYS IN
57366,NEW ORLEANS BANCSHARES INC
78175,UNIMATION INC
24898,COM SYSTEMS INC
44265,INTERSTATE BAKERIES CORP NEW
31721,EIKONIX CORP
44274,INSITUFORM NORTH AMERICA INC
73497,ANRET INC
78677,UNITED FINANCIAL GROUP INC DE
14139,AMPOWER INSTRUMENTS INC
18172,BIRDVIEW SATELLITE COMMUNICAT
61217,TRITON ENERGY CORP
15537,ATLAN TOL INDS INC
41356,HEALTHDYNE INC
44557,INTELEPLEX CORP
31115,DYNATREND INC
40476,H & H OIL TOOL INC
65509,BELO A H CORP
71213,SOONER FEDERAL SVG & LN ASSN OK
10816,ADVANCED FUEL SYS INC
16054,AVIATION GROUP INC
17321,BEAVER MESA EXPL CO
28717,DATAFLEX CORP
41284,HEALTH CARE & RETIREMENT AMER
36864,FLORIDA AUTOMOTIVE MKTING CORP
63431,AMERICAN PUB ENERGY CO
63933,CHARTER MEDICAL CORP
34703,FIDUCIARY & GENERAL CORP
62405,PETROMINERALS CORP
72013,SPEAR HEAD INDS INC
11093,AFFILIATED BANK CORP WYO
24620,COLONIAL BANCGROUP INC
25778,COMPUTER ASSOCIATES INTL INC
58641,NUCLEAR SUPPORT SERVICES INC
63773,TELEPHONE & DATA SYSTEMS INC
78677,UNITED FINANCIAL GROUP TX
60054,PYRO ENERGY CORP
63205,PIZZA ENTERTAINMENT CENTERS INC
63483,POLICY MANAGEMENT SYSTEMS CORP
80814,VIKING FREIGHT SYSTEMS INC
76073,THOR ENERGY CORP
33647,EVERGREEN RESOURCES INC
63685,MIDCON CORP
38659,GENTEX CORP
56101,NATIONAL BANK AK ANCHORAGE
63925,BUCKHORN INC DE
73374,SUMMIT OILFIELD CORP
82561,WESTLANDS DIVERSIFIED BANCORP
27466,COUNTY TOWER CORP
32571,H R T INDUSTRIES INC
49307,LEXIDATA CORP
20985,CAMELOT INDUSTRIES CORP
33567,ESSEX CORP
38966,GIBRALTAR SAVINGS & LOAN HOUS TX
45939,IONIC CONTROLS INC
30139,DIOGENES SYSTEMS INC
41591,HERITAGE BANCORP CA
12408,AMERFORD INTERNATIONAL CORP
22366,CENVILL DEVELOPMENT CORP
27052,CONVEST ENERGY CORP
36389,FIRST SURETY CORP
50199,LOVE OIL CO
55993,NAPCO SECURITY SYSTEMS INC
26471,CONOLOG CORP
30526,DORAN ENERGY CORP
53867,MIDLAND CAPITAL CORP DE
63504,POLYCAST TECHNOLOGY CORP NEW
71379,SOUTHEAST NATIONAL BNCSHS PA INC
73251,SUBURBAN BANCORP MD
11085,ADVANT CORP
20141,C D X CORP
22008,CENTERRE BANCORPORATION
35167,FIRST BANCORPORATION OHIO INC
64055,NORSTAR BANCORP INC
64071,PRIMARK CORP
71037,SOFTWARE AG SYSTEMS GROUP
21514,SONAT INC
73091,STRIKER PETROLEUM CORP
62527,CUSTOM ENERGY SVCS INC
25786,COMPUTER MEMORIES INC
80900,VIRAGEN INC
66473,REPUBLIC RESOURCES INC TX
17882,BIFLYX
39766,GREAT AMERICAN BANCORP
10074,A B S INDUSTRIES INC
44688,INTERCHANGE ST BK SDLE BRK NJ
68372,SABA OIL & GAS INC
31801,ELAN PHARMACEUTICAL RESH CORP
60311,P M I HOLDINGS CORP
63909,BELTRAN CORP
73323,SUMMA MEDICAL CORP
78394,UNITED ARTISTS COMMUNICS INC
32029,FULLER G A CO
36151,FIRST BANCORP N H INC
78159,UNIOIL
83003,WILLIAMS T E PHARMACEUTICALS
45285,INTERNATIONAL ROBOMATION INTEL
63941,CONQUEST EXPLORATION CO
64039,MARCADE GROUP INC
10699,ACRO ENERGY CORP
33559,ESSEX BANCORP INC
38528,GENERAL PRODUCTION INC
20336,C S P INC
27706,CRIME CONTROL INC
36215,FIRST NATIONAL BK SAN DIEGO CNTY
56362,R T C TRANSPORTATION INC
64450,NEW JERSEY RES
25241,COMMODORE RESOURCES CORP
54084,ATLANTIC MET CORP
64100,SAUNDERS LEASING SYS INC
26973,CONTRACAP INC
48291,L T X CORP
74895,TECHNOLOGY FOR COMMUNI INTL INC
31238,E M C INSURANCE GROUP INC
81227,VORTEC CORP
31536,ECHLIN INC
38624,GENETIC LABS INC
77789,U S T CORP
78255,UNION NATIONAL CORP PA
36281,SEABOARD CORP
28856,DATASPEED INC
29541,DESTRON INC
69623,SEAHAWK OIL INTL INC
24548,COLLABORATIVE RESEARCH INC
27465,PASCO INC
78749,UNITED GUARDIAN INC
11712,ALFA RESOURCES INC
12002,ALO SCHERER HEALTHCARE INC
59214,OIL PRODUCERS EQUIP CORP
75783,TEXOIL INC
68654,PULLMAN TRANSN INC
13291,AMERICAN MAGNETICS CORP
51474,MARINE BANCORP INC PA
35132,FIRST AMERICAN FINANCIAL TX INC
65913,REALAMERICA CO
71336,SANTA FE OIL & GAS INC
58070,NORTH CENTRAL LABS INC
35271,FIRST CAPITAL FINANCIAL CORP
35976,FIRST NATIONAL BANCORP ALLENTOWN
22665,CHANNEL INDUSTRIES INC
64064,PRICE CO
74596,TALOS INDUSTRIES INC
64493,WEBCOR ELECTRONICS INC
61495,B T K INDUSTRIES INC
25305,COMMONWEALTH NATIONAL FINL CORP
26390,SMITHKLINE BECKMAN CORP
63424,PLUMB OIL INC
66297,RELTRON CORP
30454,DOMINION RESOURCES INC DEL
13531,AMERICAN NUCLEONICS CORP
68962,SAVINGS BANK PUGET SOUND SEATTLE
43925,INDIAN HEAD BKS INC
50834,MAGIC MARKER INDUSTRIES INC
61103,PANEX INDUSTRIES INC
59695,ONYX IMI INC
15915,CONTINENTAL STEEL CORP DE
47141,KASLER CORP
42324,HOME HEALTH CARE AMERICA INC
16329,BULB MISER CORP AMERICA
64848,ALLEGHENY LAND & MINERAL CO
73510,SUNLITE OIL CO DE
21654,CARTER EDWARDS PRODTN INC
22496,FLORIDA PROGRESS CORP
43837,INDEPENDENCE HOLDING CO
48443,LAIDLAW INDUSTRIES INC
74027,SYNTREX INC
78191,UNION BANK & TR CO MONTGOMERY AL
15035,ARNOLD INDUSTRIES INC
71934,SPACELINK LTD
21769,CASTLE ENTERTAINMENT INC
30278,GODFATHERS PIZZA INC
45946,BRIGADIER INDUSTRIES CORP TX
71766,SOUTHWEST RESOURCES INC
71918,SPACE MICROWAVE LABS INC
64389,VISA ENERGY CORP
61794,M G M U A ENTERTAINMENT CO
77332,TRIMEDYNE INC
22373,LUKENS INC
47159,FLEET FINANCIAL GROUP INC
64312,PROFESSIONAL CARE SVCS INC
69877,SECURITY TAG SYS INC
25145,COMMERCE UNION CORP
46010,ISLE RESOURCES INC
64186,C I G N A CORP
69075,PRICE COMMUNICATIONS CORP
44062,SPRINGS INDUSTRIES INC
25911,COMPUTER INPUT SVCS INC
66801,REXON BUSINESS MACH CP
78458,UNITED BANKERS INC
80769,VIDEO STATION INC
29162,DECOM SYSTEMS INC
28696,DATA SWITCH CORP
50737,BROCKWAY INC NY
60792,PACIFIC TELECOM INC
16695,BANK NEW ENGLAND CORP
68807,SANTEC CORP
74230,T C A CABLE TV INC
80304,VARI CARE INC
26789,CONTINENTAL BANCORP INC PA
47052,CENTEL CORP
54738,SOUTHMARK CORP
61509,PATRIOT BANCORPORATION
65526,RAGEN CORP
16679,BANK LOS ANGELES CALIF
25399,COMMUNICATIONS GROUP INC
39335,CONTINENTAL TELECOM INC
66624,SOUTHLAND CAPITAL INVS INC
66747,WINNERS CORP
21127,AXIA CORP
40387,FRONTIER HOLDINGS INC
46826,ZIMMER CORP
78685,UNITED FINANCIAL GROUP MN
58472,TRANSCO ENERGY CO
32935,ENERTECH INC
66261,MARATHON OFFICE SUPPLY INC
11456,ALANCO LTD
13371,AMERICAN MEDI DENT INC
37962,WRIGHT ENERGY CORP
59969,NORTHERN CALIFORNIA A FED S & L
66617,RESOURCE EXPL INC
50877,MAGMA POWER CO NEW
67046,RIVER FOREST BANCORP
15772,AUSTRON INC
27036,CONVERGENT TECHNOLOGIES INC
75337,TELSTAR CORP
27596,PHIBRO SALOMON INC
32396,EMETT & CHANDLER COS INC
37348,THOROFARE CORP
11579,ALASKA MUTUAL BANK ANCHORAGE
72291,SQUARE INDUSTRIES INC
76436,TOKLAN OIL CORP
12504,AMERICAN SVGS & LN ASSN WATERBRY
64661,TECHNICOM INTERNATIONAL INC
34810,FILMTEC CORP
62085,PEOPLES B & T ROCKEY MT
23844,CITIZENS TRUST BANK VA
23211,CHEYENNE ENERGY CORP
33735,EXCHANGE INTL CORP
54164,BIC CORP
64354,REGAL INTERNATIONAL INC
16273,B P I SYSTEMS INC
61058,PANCHOS MEXICAN BUFFET INC
64282,LIMITED INC
47001,ENSTAR CORP DE
29752,DIAGNOSTIC PRODUCTS CORP
66755,A G S COMPUTERS INC
63352,PLAZA COMMERCE BANCORP CA
54798,MOLECULAR GENETICS INC
27182,TRANSITRON ELECTRONIC CORP
21849,CAYMAN RESOURCE CORP
52864,MERCHANTS BANCORP INC
84188,ZYTREX CORP
10365,A M I SYSTEMS INC
12694,AMERICAN SATELLITE & TELEVISION
23027,CHEMFIX TECHNOLOGIES INC
38535,COMMUNICATIONS & CABLE INC
53102,PONDEROSA INC
30008,DIGITAL DATACOM INC
22700,CHARAN INDUSTRIES INC DE
22817,CHARTERCORP
64311,NORFOLK SOUTHERN CORP
40257,GUARANTY COMMERCE CORP LA
60194,OVERTHRUST OIL RTY CORP
10568,ABRAMS INDUSTRIES INC
13689,AMERICAN RESEARCH GROUP
18286,RAYMARK CORP
19925,BURTON ENERGY & SOLAR TECHNOLOGY
40118,GRIFFIN TECHNOLOGY INC
44856,INTERMETRICS INC
57825,NORDIC LTD INC
64442,MORTRONICS INC
68559,SAGE LABORATORIES INC
17338,CELERON CORP
25081,COMERICA INC
25161,COMMERCIAL BANCSHARES INC NJ
47918,KIT KARSON CORP
50308,LYNDEN INC
55811,N F A CORP
59109,REPUBLICBANK CORP
62308,TORCHMARK CORP
72550,STANHOME INC
21004,G T E CORP
39221,GOLD C ENTERPRISES INC
66385,REPCO INC
36214,SAVOY INDUSTRIES INC
57510,PEOPLES BANKING CORP
67775,ROYAL BUSINESS GROUP INC
70122,SERVAMATIC SOLAR SYSTEMS INC
75505,TERA CORP
76751,ILLINOIS INDS INC
17911,BIG BITE INC
39846,GREAT AMERICAN RESOURCES INC
56347,NATIONAL CONTROLS INC
28215,D M I FURNITURE INC
44840,INTERMEC CORP
47563,KEVLIN MICROWAVE CORP
55731,NATIONAL BK S C SUMTER
64259,PRIVATE SCREENING INC
22681,DALLAS SUNBELT ENERGY
68049,RYANS FAMILY STEAK HOUSES INC
34981,FINANCIAL NEWS NETWORK INC
64477,ROLLINS ENVIRONMENTAL SVCS INC
18404,BLACKGOLD ENERGY RES INC
73059,STRATA CORP OH
22913,CHECK TECHNOLOGY CORP
73606,SUPER SKY INTL INC
15545,ATLANTA EXPRESS AIRL CORP
15684,ATLANTIC SOUTHEAST AIRLS INC
53971,MIDWESTERN FUELS SYSTEMS
44090,INFODATA SYSTEMS INC
67257,ROBESON INDUSTRIES CORP
28944,DATRON CORP
59395,DIVERSIFIED ENERGIES INC DE
10349,A M F I CORP
20248,C P I CORP
59432,ROADWAY SERVICES INC
31878,ORION PICTURES CORP
35423,FIRST EASTERN CORP PA
66086,REFLECTONE INC
73067,STRATFORD TEXAS INC
35351,FIRST COLUMBIA FINL CORP
66502,RESCO INTERNATIONAL INC
38922,CARDIFF EQUITIES CORP
44477,MARK SYSTEMS INC
37429,FOSTER MEDICAL CORP
82246,WESTERN ENERGY DEV INC
33508,ENVIRONMENTAL TESTING & CERTIF
82449,WESTERN STEER MOM N POPS INC
78597,UNITED COUNTIES TR CO
10146,A E C INC
32169,ELECTRONIC MAIL CORP AMER
42075,GROLIER INC
44477,INTECH INC CA
48776,LEISURE & TECHNOLOGY INC
79194,UNITED STATES PLAYING CARD CORP
79522,UNIVERSAL MONEY CTRS INC
80654,VICORP RESTAURANTS INC
34199,FAMILY ENTERTAINMENT CTRS INC
40854,COX COMMUNICATION INC
56397,FIRST WYOMING BANCORPORATION
63511,BANCTEXAS GROUP INC
48101,KREISLER MANUFACTURING CORP
58094,NORTH FORK BANCORPORATION NY
34295,FARED ROBOT SYSTEMS INC
48195,L C S INDUSTRIES INC
43095,HYDROMER INC
58107,NORTH HILLS ELECTR INC
64434,HEALTH EXTN SVCS INC
32206,ELECTRONIC THEATRE RESTAURANTS
59118,OHIO BANCORP
65445,WESTBRIDGE CAPITAL CORP
31094,DYNASTY OIL CORP
46236,I S S INTERNATIONAL SVC SYSTEM
30358,DOCUTEL OLIVETTI CORP
41188,HATHAWAY CORP
63431,AMQUEST CORP
51407,MARATHON MEDICAL EQUIPTMENT CORP
64611,PSYCH SYSTEMS INC
83556,CHATHAM ENERGY CORP
21290,MORTON THIOKOL INC
53197,METHODE ELECTRONICS INC
64637,MCRAE INDUSTRIES INC
68743,SANDWICH CHEF
82924,WILEY JOHN & SONS INC
82932,WILEY JOHN & SONS INC
38691,GENEX CORP
59601,ON LINE SOFTWARE INTL INC
77439,TROUND INTERNATIONAL INC
12723,AMERICAN CYTOGENETICS INC
78108,UNILIFE CORP
11587,ALATENN RESOURCES INC
14940,ARIZONA BANCWEST CORP
21020,A M R CORP DEL
45720,INTRAWEST FINANCIAL INC
65939,H U B C O INC
77041,TRANSWORLD BANCORP CA
60601,CITIZENS FIRST BANCORP
21304,CAPTAIN CRABS TAKE AWAY INC
50570,M R F Y CORP
74641,TANO CORP
75089,TELECOM PLUS INTERNATIONAL INC
36493,FIRST VALLEY CORP
63618,HINDERLITER INDUSTRIES INC
76188,TIDE WEST OIL CO
53541,MICROBIOLOGICAL SCIENCES INC NY
79645,UNIVERSITY FED SVGS BK SEATTLE
28004,CUSTOM LABS INC
39475,GOTT CORP
56937,NATURES BOUNTY INC
22681,CHAPMAN ENERGY INC
42542,TRANSACT INTERNATIONAL INC
44485,INTECOM INC
59030,OCTOBER OIL CO NEW
60661,PACIFIC EXPRESS HOLDING INC
73243,SUBURBAN AIRLINES INC
54173,MILLICOM INC
58879,OAKRIDGE ENERGY INC
34535,FEDERATED DEVELOPEMENT CORP
65270,R C M TECHNOLOGIES INC
70835,SIZZLER RESTAURANTS INTL INC
34650,FIDELITY FEDERAL SVG & LN GLE CA
11995,COCA COLA BOTTLING CO CONS
12024,GISH BIOMEDICAL INC
12058,MULTIMEDIA INC
12072,PARKWAY CO
33073,ENTERPRISE OIL & GAS
35431,FIRST FIDELITY S & L ASSOC FL
53015,MERRIMAC INDUSTRIES INC
65269,FIRST ARKANSAS BANKSTOCK CORP
66245,M D C CORPORATION COLORADO
68882,SATELLINK CORP
71240,SOONER STATE FARMS INC
78233,ALPHA PETROLEUM EXPLORATION CORP
78250,CAPITOL AIR INC
78256,COCA COLA BOTTLING CO MIAMI INC
78272,CONWED CORP
78330,NITRON INC
78337,NORWESCO INC
78356,ROM AMER PHARMACEUTICALS LTD
78410,TIERRA ENERGY CORP
78414,OMNI EXPLORATION INC
78433,NU TECH INDUSTRIES CORP
78441,BOUTON CORP
78449,MONCOR INC
79426,UNIVERSAL ENERGY CORP
89790,MAGELLAN PETROLEUM CORP
65189,COMPUTER FACTORY INC
73673,SUPERIOR MANUFACTURING & INST CP
75599,TERRAPET ENERGY CORP
10517,AARON RENTS INC
12192,ALTOS COMPUTER SYSTEMS
11341,AIR MIDWEST INC
43028,HYDE ATHLETIC INDS INC
39387,GOLDFIELD DEEP MINES CO NEV
74086,SYSTEMS & COMPUTER TECHNOLOGY
35079,FIRST AMERICAN BK & TR FLA
35087,FIRST AMERICAN BK & TR FLA
81577,WASHINGTON FEDERAL SVGS & L ASSN
19562,BROWNS ROGER MINIATURE HORSE FM
64573,ENERGY EXCHANGE CORP
78456,LASER SCAN INTERNATIONAL INC
74502,DUKE OF ENERGY CORP
74561,TACO VIVA INC
45955,IRVINE SENSORS CORP
49947,AMERICAN CENTURY CORP
49083,LEE DATA CORP
52600,MEDICAL ELECTRONICS CORP AMER
56945,NATURES SUNSHINE PRODUCTS INC
86530,CERBERONICS INC
17807,BESICORP GROUP INC
56303,EDUCOM CORP
72136,SPECTRUM LABORATORIES INC
74115,UNIDATA SYSTEMS INC
13259,AMERICAN LEISURE CORP DE
13275,AMERICAN LEISURE CORP DE
74660,TARGA OIL & GAS INC TX
66625,RESOURCES PENSION SHS INC
77252,TRIANGLE MICROWAVE INC
10218,A F P IMAGING CORP
58309,XONICS INC
71336,SOUTH FORK OIL & GAS CO
41719,HETRA COMPUTER & COMMUNICATION
56101,NATIONAL BANCORP AK
66342,WORDTRONIX INC
74967,TECTEL INC
19386,BROADWAY BANK & TRUST CO NJ
36215,FIRST NATIONAL CORP CA
64494,PROTO MED INC
64961,QUALITY SYSTEMS INC
67037,PATIENT TECHNOLOGY INC
78554,UNITED ENERGY TECHNOLOGIES INC
79776,UTAH MEDICAL PRODUCTS INC
82983,WILLIAMS A L CORP
24600,C C X INC
14905,ARGOSYSTEMS INC
61146,PAR TECHNOLOGY CORP
12897,AMERICAN SYN FUELS INC
17284,BEAMAN CORP
26498,DRANOEL INC
53217,WINSTON MILLS INC
30147,DIONEX CORP
42374,MARTEK INVESTORS INC
75879,RAYMOND ENGINEERING INC NEW
78626,UNITED EDUCATION & SOFTWARE
50594,ANIMATED ELECTRONICS INC
58692,NUMEREX CORP MINN
21355,CARDIAC RESUSCITATOR CORP ORE
24943,COMANCHIE OIL EXPL INC
54085,MILGRAY ELECTRONICS INC
42084,HOGAN SYSTEM INC
56427,NATIONAL HEALTH CARE SYS
65024,QUANTUM CORP
14876,AREA COMMUNICATIONS
64944,EVALUATION RESEARCH CORP
22016,CENTOCOR INC
35941,FIRST MIDWEST FINANCIAL CORP
45621,INTERSTATE FINANCIAL CORP OH
57497,NEWAIR FLIGHT INC
67011,RITZYS G D INC
70616,SILICON GENERAL INC
49956,LODGISTIX INC
50470,MINSTAR INC
77578,TWENTY FIRST CENTURY ENVELOPE
38520,GENERAL PHYSICS CORP
62149,PERCEPTRONICS INC
82633,WESTSIDE FED SVGS & LN
18092,BIOMET INC
41049,HARRIS & PAULSON
38413,GENERAL GENETICS CORP
38770,HARVARD INDUSTRIES INC
44493,INTEGRATED BARTER INTL INC
45058,INTERNATIONAL CAPITAL & TEC CORP
62472,PHARMACONTROL CORP
64530,BILTRITE CORP
70595,SIGMA RESEARCH INC
18279,BIOSTIM INC
37787,FRONTIER ENERGY CORP
62675,PHOENIX AMERICAN INC
64610,M G M U A HOME ENTERTAINMENT GP
37533,FRANKLIN BANCORP NJ
49403,LIBERTY UNITED BANCORP INC
51394,MARATHON GOLD CORP
28127,CYPRESS SAVINGS ASSN PLANTATION
49840,WESTERN SAVINGS & LN ASSN AZ PHO
54931,MONETARY RESOURCES INC
66668,RESTAURANT ENTERTAINMENT INC
32943,ENERGYNORTH INC
58341,MANHATTAN NATIONAL CORP
64610,M G M U A HOME ENTERTAINMEMT GP
25611,STORER COMMUNICATIONS INC
26788,TEXAS GAS CORP
30729,DRESHER INC
53524,CAROLINA FREIGHT CORP
17508,BELL NATIONAL CORP
62085,PEOPLES BANCORP NC INC
48785,LASER PHOTONICS INC
27554,CRAB HOUSE INC
76180,THUNANDER CORP
52602,MEDCHEM PRODUCTS INC
55670,MUTUAL OIL AMER INC
70200,SHANLEY OIL CO
73286,SUGARLOAF MOUNTAIN CORP
32133,GENERAL BUILDERS CORP
65032,QUALITY MICRO SYSTEMS INC
16353,BACARDI CORP
37453,FOUR STAR INTL INC
55264,MOSPORT PARK CORP
48814,LASER CRAFT INDS INC
60442,P N C FINANCIAL CORP
74158,SYNCOM CORP
47758,KINETIC MINERALS INC
53787,MID STATE FEDERAL SVGS & LN ASSN
63635,POREX TECHNOLOGIES CORP
16636,BANK OF DELAWARE CORP
17233,BAYOU RESOURCES INC
35191,FIRST BANKSHARES TEXAS INC
55862,N M S PHARMACEUTICALS INC
65541,COOPERVISION INC
48208,L D BRINKMAN CORP
77650,21ST CENTURY DISTRIBUTION CORP
67871,ROYALE AIRLINES INC
63555,POLYMERIC RESOURCES CORP
67126,ROACH HAL STUDIOS INC DEL
44469,INSYTE ENERGY CORP
57270,NEW CENTURY PRODUCTION LTD
27087,COOK DATA SERVICES INC
28847,USAIR GROUP INC
38085,GALILEO ELECTRO OPTICS CORP
64207,CULLINET SOFTWARE INC
40361,GUILFORD INDUSTRIES INC
79258,UNITED STATES TEL INC
29509,DESERT ARABIAN BLOODSTOCK INC
63272,PLANTATION OIL INC
50650,M T X INTERNATIONAL INC
27917,CUMBERLAND RESOURCES INC
73411,SUMMIT SAVINGS ASSN BELLEVUE WA
79119,UNITED STATES HEALTH CARE SYS
30075,DIGITAL COMMUNICATIONS ASSOC INC
53640,MICROSEMI CORP
66211,REHAB HOSPITAL SERVICES CORP
64688,ACCO WORLD CORP
53904,MIDWEST FINANCIAL GROUP INC
36062,ROWLAND INC
37322,FORTUNE FEDERAL SVGS & LN ASSN
51183,MAMMATECH CORP
51685,MARS STORES INC
70632,SILICON VALLEY GROUP INC
78468,LASERTECHNICS INC
26404,CONIFER ESSEX GROUP INC
59302,OLD DOMINION RES INC
15924,AUTOMATIQUE INC
64784,PANTRY PRIDE INC
76276,TIME ENERGY SYS INC
79733,URGENT CARE CTRS AMER INC
37348,CASABLANCA INDUSTRIES INC
54245,MINDEN OIL & GAS INC
20651,CALIBRE CORP
29832,DIASONICS INC
18498,BLUE GRASS BREEDERS INC
30606,DOUBLE R FAST FOODS INC
35450,FIRST FEDERAL SVGS & LN ASSOC FL
35984,FIRST MUTUAL SAVINGS ASSOC FL
79848,V L S I TECHNOLOGY
80734,VIDEO CONNECTIONS AMER INC
12424,AMERICA WEST AIRLS INC
17145,BASSETT WALKER
13777,AMERICAN SOFTWARE INC
19677,BUFFTON CORP
66801,REXON INC
15932,AUTOMATIX INC
19853,BURNHAM SERVICE CORP
33575,ESSEX COUNTY GAS CO
64582,PRUDENTIAL FINL SVCS CORP
83759,XEBEC
50543,M P S I GROUP INC
14614,APOLLO COMPUTER INC
63299,PLANTERS CORP
64821,TRANS WORLD AIRLINES INC
82991,WILLIAMS INDUSTRIES INC
12694,AMERICAN COMMUNICATIONS & TELE
37357,FORTUNE SYS CORP
44194,INFORMATION RESOURCES INC
57323,NEW HAMPSHIRE SAVINGS BANK CORP
34236,FAMILY SHOWTIME THEATRES INC
50885,FIRST BANCORP BELLE
45197,INTERNATIONAL LEASE FIN CORP
52928,MERCHANTS SVGS BK MANCHESTER
55328,MOTO PHOTO INC
20109,C C R VIDEO CORP
26826,CONTINENTAL FEDERAL SVGS & LN AS
37058,FLOW SYS INC
49921,LOCAL FEDERAL SVGS & LN ASSN OK
31122,D C TRADING & DEV CORP
44311,INSTITUTIONAL NETWORKS CORP
68348,S W L G CORP
81593,WASHINGTON MUTUAL SAVINGS BANK
51546,MARINE TRANSPORT LINES INC
55547,MULTI TECH CORP
62026,PENTA SYSTEMS INTERNATIONAL INC
63774,PRAIRIE STATES EXPLORATION INC
75345,TELEVIDEO SYSTEMS INC
16300,B R COMMUNICATIONS
20395,C V B FINANCIAL CORP
28266,D S T SYSTEMS INC
69041,SCAN-TRON CORP
71862,SOVEREIGN THOROUGHBREDS
24927,COM VU CORP
64741,GEOTHERMAL RESOURCES INTL INC
51960,MAXWELL LABORATORIES INC
54199,SAN JOSE WATER CO
61031,PANATECH RESEARCH & DEV CORP
10082,A C S ENTERPRISE INC
12416,AMERIBANC INC
27204,CORATOMIC INC
38149,GAMING & TECHNOLOGY INC
39758,GRAYHILL EXPLORATION CO
58342,NORTHWEST PENNSYLVANIA CORP
69359,SCIENTIFIC SYSTEM SERVICES INC
70000,SENTRY DATA INC
75110,TELECRAFTER CORP
82334,WESTERN MICROWAVE INC
33655,EVERGOOD PRODUCTS CORP
44397,INTEGRATED SOFTWARE SYS CORP
45815,LANGLY CORP
80689,VICTOR TECHNOLOGIES INC
19888,BURR BROWN CORP
21048,CAMSEAL INC
25260,COMMONWEALTH BANCSHARES CORP
68574,METROPOLITAN FEDERAL S & L FARG
51596,K N ENERGY INC
51845,MASSTOR SYSTEMS CORP
53832,MID AMERICA BANCORP
69358,ENVIRONMENTAL SYSTEMS CO
18287,BIOTECHNICA INTERNATIONAL INC
60899,PAGE AMERICA GROUP INC
34332,FARM FRESH INC
