Date: 2005-03-18 00:00:00, Volatility: 0.094063, Naive Volatility: 0.096129, Shrinkage: 0.31
Date: 2008-06-10 00:00:00, Volatility: 0.109219, Naive Volatility: 0.110323, Shrinkage: 0.19
Date: 2008-06-11 00:00:00, Volatility: 0.107357, Naive Volatility: 0.110456, Shrinkage: 0.27
Date: 2008-06-12 00:00:00, Volatility: 0.105406, Naive Volatility: 0.109301, Shrinkage: 0.28
Date: 2008-06-13 00:00:00, Volatility: 0.100815, Naive Volatility: 0.106348, Shrinkage: 0.30
Date: 2008-06-16 00:00:00, Volatility: 0.099383, Naive Volatility: 0.104793, Shrinkage: 0.28
Date: 2008-06-17 00:00:00, Volatility: 0.101274, Naive Volatility: 0.105794, Shrinkage: 0.27
Date: 2008-06-18 00:00:00, Volatility: 0.101243, Naive Volatility: 0.102261, Shrinkage: 0.17
Date: 2008-06-19 00:00:00, Volatility: 0.102927, Naive Volatility: 0.103886, Shrinkage: 0.16
Date: 2008-06-20 00:00:00, Volatility: 0.093859, Naive Volatility: 0.095135, Shrinkage: 0.18
Date: 2008-06-23 00:00:00, Volatility: 0.103560, Naive Volatility: 0.104992, Shrinkage: 0.16
Date: 2008-06-24 00:00:00, Volatility: 0.106337, Naive Volatility: 0.107554, Shrinkage: 0.23
Date: 2008-06-25 00:00:00, Volatility: 0.111157, Naive Volatility: 0.112657, Shrinkage: 0.25
Date: 2008-06-26 00:00:00, Volatility: 0.095422, Naive Volatility: 0.098482, Shrinkage: 0.46
Date: 2008-06-27 00:00:00, Volatility: 0.093294, Naive Volatility: 0.094948, Shrinkage: 0.00
Date: 2008-06-30 00:00:00, Volatility: 0.091943, Naive Volatility: 0.097236, Shrinkage: 0.00
Date: 2008-07-01 00:00:00, Volatility: 0.092511, Naive Volatility: 0.099341, Shrinkage: 0.00
Date: 2008-07-02 00:00:00, Volatility: 0.089932, Naive Volatility: 0.096768, Shrinkage: 0.00
Date: 2008-07-03 00:00:00, Volatility: 0.095339, Naive Volatility: 0.100134, Shrinkage: 0.00
Date: 2008-07-07 00:00:00, Volatility: 0.095419, Naive Volatility: 0.099437, Shrinkage: 0.00
Date: 2008-07-08 00:00:00, Volatility: 0.102552, Naive Volatility: 0.105726, Shrinkage: 0.00
Date: 2008-07-09 00:00:00, Volatility: 0.099760, Naive Volatility: 0.101841, Shrinkage: 0.00
Date: 2008-07-10 00:00:00, Volatility: 0.099779, Naive Volatility: 0.107359, Shrinkage: 0.00
Date: 2008-07-11 00:00:00, Volatility: 0.107676, Naive Volatility: 0.121147, Shrinkage: 0.00
Date: 2008-07-14 00:00:00, Volatility: 0.106920, Naive Volatility: 0.121083, Shrinkage: 0.00
Date: 2008-07-15 00:00:00, Volatility: 0.106803, Naive Volatility: 0.121287, Shrinkage: 0.00
Date: 2008-07-16 00:00:00, Volatility: 0.109009, Naive Volatility: 0.122139, Shrinkage: 0.00
Date: 2008-07-17 00:00:00, Volatility: 0.107919, Naive Volatility: 0.120393, Shrinkage: 0.00
Date: 2008-07-18 00:00:00, Volatility: 0.108011, Naive Volatility: 0.120997, Shrinkage: 0.00
Date: 2008-07-21 00:00:00, Volatility: 0.108546, Naive Volatility: 0.123398, Shrinkage: 0.00
Date: 2008-07-22 00:00:00, Volatility: 0.099182, Naive Volatility: 0.115205, Shrinkage: 0.00
Date: 2008-07-23 00:00:00, Volatility: 0.096857, Naive Volatility: 0.111596, Shrinkage: 0.00
Date: 2008-07-24 00:00:00, Volatility: 0.093923, Naive Volatility: 0.105131, Shrinkage: 0.00
Date: 2008-07-25 00:00:00, Volatility: 0.094001, Naive Volatility: 0.104724, Shrinkage: 0.00
Date: 2008-07-28 00:00:00, Volatility: 0.102111, Naive Volatility: 0.113819, Shrinkage: 0.00
Date: 2008-07-29 00:00:00, Volatility: 0.098148, Naive Volatility: 0.109875, Shrinkage: 0.00
Date: 2008-07-30 00:00:00, Volatility: 0.097666, Naive Volatility: 0.106573, Shrinkage: 0.00
Date: 2008-07-31 00:00:00, Volatility: 0.098587, Naive Volatility: 0.108467, Shrinkage: 0.00
Date: 2008-08-01 00:00:00, Volatility: 0.108495, Naive Volatility: 0.118838, Shrinkage: 0.00
Date: 2008-08-04 00:00:00, Volatility: 0.107467, Naive Volatility: 0.117297, Shrinkage: 0.00
Date: 2008-08-05 00:00:00, Volatility: 0.093679, Naive Volatility: 0.103499, Shrinkage: 0.00
Date: 2008-08-06 00:00:00, Volatility: 0.105436, Naive Volatility: 0.113993, Shrinkage: 0.00
Date: 2008-08-07 00:00:00, Volatility: 0.109228, Naive Volatility: 0.117942, Shrinkage: 0.00
Date: 2008-08-08 00:00:00, Volatility: 0.114797, Naive Volatility: 0.115400, Shrinkage: 0.00
Date: 2008-08-11 00:00:00, Volatility: 0.121537, Naive Volatility: 0.122063, Shrinkage: 0.18
Date: 2008-08-12 00:00:00, Volatility: 0.126088, Naive Volatility: 0.127835, Shrinkage: 0.17
Date: 2008-08-13 00:00:00, Volatility: 0.127891, Naive Volatility: 0.128882, Shrinkage: 0.15
Date: 2008-08-14 00:00:00, Volatility: 0.128881, Naive Volatility: 0.129763, Shrinkage: 0.24
Date: 2008-08-15 00:00:00, Volatility: 0.142386, Naive Volatility: 0.142903, Shrinkage: 0.15
Date: 2008-08-18 00:00:00, Volatility: 0.142034, Naive Volatility: 0.142508, Shrinkage: 0.15
Date: 2008-08-19 00:00:00, Volatility: 0.146988, Naive Volatility: 0.150399, Shrinkage: 0.00
Date: 2008-08-20 00:00:00, Volatility: 0.156654, Naive Volatility: 0.160173, Shrinkage: 0.00
Date: 2008-08-21 00:00:00, Volatility: 0.156042, Naive Volatility: 0.160118, Shrinkage: 0.00
Date: 2008-08-22 00:00:00, Volatility: 0.166941, Naive Volatility: 0.169895, Shrinkage: 0.00
Date: 2008-08-25 00:00:00, Volatility: 0.167701, Naive Volatility: 0.169467, Shrinkage: 0.00
Date: 2008-08-26 00:00:00, Volatility: 0.167584, Naive Volatility: 0.169858, Shrinkage: 0.00
Date: 2008-08-27 00:00:00, Volatility: 0.172128, Naive Volatility: 0.173908, Shrinkage: 0.00
Date: 2008-08-28 00:00:00, Volatility: 0.170252, Naive Volatility: 0.172332, Shrinkage: 0.00
Date: 2008-08-29 00:00:00, Volatility: 0.214855, Naive Volatility: 0.216651, Shrinkage: 0.00
Date: 2008-09-02 00:00:00, Volatility: 0.233663, Naive Volatility: 0.234632, Shrinkage: 0.06
Date: 2008-09-03 00:00:00, Volatility: 0.234227, Naive Volatility: 0.234568, Shrinkage: 0.08
Date: 2008-09-04 00:00:00, Volatility: 0.238176, Naive Volatility: 0.240331, Shrinkage: 0.04
Date: 2008-09-05 00:00:00, Volatility: 0.228763, Naive Volatility: 0.231157, Shrinkage: 0.05
Date: 2008-09-08 00:00:00, Volatility: 0.246947, Naive Volatility: 0.252323, Shrinkage: 0.00
Date: 2008-09-09 00:00:00, Volatility: 0.267647, Naive Volatility: 0.269878, Shrinkage: 0.00
Date: 2008-09-10 00:00:00, Volatility: 0.255720, Naive Volatility: 0.257028, Shrinkage: 0.06
Date: 2008-09-11 00:00:00, Volatility: 0.319641, Naive Volatility: 0.319608, Shrinkage: 0.10
Date: 2008-09-12 00:00:00, Volatility: 0.327200, Naive Volatility: 0.327209, Shrinkage: 0.11
Date: 2008-09-15 00:00:00, Volatility: 0.498208, Naive Volatility: 0.499985, Shrinkage: 0.16
Date: 2008-09-16 00:00:00, Volatility: 0.486699, Naive Volatility: 0.488281, Shrinkage: 0.17
Date: 2008-09-17 00:00:00, Volatility: 0.516694, Naive Volatility: 0.517327, Shrinkage: 0.15
Date: 2008-09-18 00:00:00, Volatility: 0.518332, Naive Volatility: 0.518926, Shrinkage: 0.15
Date: 2008-09-19 00:00:00, Volatility: 0.512304, Naive Volatility: 0.513258, Shrinkage: 0.15
Date: 2008-09-22 00:00:00, Volatility: 0.535696, Naive Volatility: 0.536341, Shrinkage: 0.14
Date: 2008-09-23 00:00:00, Volatility: 0.534704, Naive Volatility: 0.535005, Shrinkage: 0.14
Date: 2008-09-24 00:00:00, Volatility: 0.544731, Naive Volatility: 0.545057, Shrinkage: 0.13
Date: 2008-09-25 00:00:00, Volatility: 0.543522, Naive Volatility: 0.543788, Shrinkage: 0.12
Date: 2008-09-26 00:00:00, Volatility: 0.544196, Naive Volatility: 0.543217, Shrinkage: 0.15
Date: 2008-09-29 00:00:00, Volatility: 0.539778, Naive Volatility: 0.538353, Shrinkage: 0.15
Date: 2008-09-30 00:00:00, Volatility: 0.576923, Naive Volatility: 0.577392, Shrinkage: 0.10
Date: 2008-10-01 00:00:00, Volatility: 0.576773, Naive Volatility: 0.578053, Shrinkage: 0.15
Date: 2008-10-02 00:00:00, Volatility: 0.589391, Naive Volatility: 0.590278, Shrinkage: 0.11
Date: 2008-10-03 00:00:00, Volatility: 0.583423, Naive Volatility: 0.583552, Shrinkage: 0.15
Date: 2008-10-06 00:00:00, Volatility: 0.577366, Naive Volatility: 0.577685, Shrinkage: 0.16
Date: 2008-10-07 00:00:00, Volatility: 0.573216, Naive Volatility: 0.574247, Shrinkage: 0.13
Date: 2008-10-08 00:00:00, Volatility: 0.606575, Naive Volatility: 0.608673, Shrinkage: 0.21
Date: 2008-10-09 00:00:00, Volatility: 0.567779, Naive Volatility: 0.570116, Shrinkage: 0.16
Date: 2008-10-10 00:00:00, Volatility: 0.536902, Naive Volatility: 0.542492, Shrinkage: 0.00
Date: 2008-10-13 00:00:00, Volatility: 0.413097, Naive Volatility: 0.437594, Shrinkage: 0.00
Date: 2008-10-14 00:00:00, Volatility: 0.429821, Naive Volatility: 0.451237, Shrinkage: 0.00
Date: 2008-10-15 00:00:00, Volatility: 0.394021, Naive Volatility: 0.419091, Shrinkage: 0.00
Date: 2008-10-16 00:00:00, Volatility: 0.389324, Naive Volatility: 0.415740, Shrinkage: 0.00
Date: 2008-10-17 00:00:00, Volatility: 0.401407, Naive Volatility: 0.425187, Shrinkage: 0.00
Date: 2008-10-20 00:00:00, Volatility: 0.384305, Naive Volatility: 0.404520, Shrinkage: 0.00
Date: 2008-10-21 00:00:00, Volatility: 0.368277, Naive Volatility: 0.390344, Shrinkage: 0.00
Date: 2008-10-22 00:00:00, Volatility: 0.355238, Naive Volatility: 0.384065, Shrinkage: 0.00
Date: 2008-10-23 00:00:00, Volatility: 0.361449, Naive Volatility: 0.392310, Shrinkage: 0.00
Date: 2008-10-24 00:00:00, Volatility: 0.374858, Naive Volatility: 0.412961, Shrinkage: 0.00
Date: 2008-10-27 00:00:00, Volatility: 0.375485, Naive Volatility: 0.418055, Shrinkage: 0.00
Date: 2008-10-28 00:00:00, Volatility: 0.312887, Naive Volatility: 0.342486, Shrinkage: 0.00
Date: 2008-10-29 00:00:00, Volatility: 0.299312, Naive Volatility: 0.334421, Shrinkage: 0.00
Date: 2008-10-30 00:00:00, Volatility: 0.293102, Naive Volatility: 0.328256, Shrinkage: 0.00
Date: 2008-10-31 00:00:00, Volatility: 0.305113, Naive Volatility: 0.344708, Shrinkage: 0.00
Date: 2008-11-03 00:00:00, Volatility: 0.310132, Naive Volatility: 0.350106, Shrinkage: 0.00
Date: 2008-11-04 00:00:00, Volatility: 0.302868, Naive Volatility: 0.341973, Shrinkage: 0.00
Date: 2008-11-05 00:00:00, Volatility: 0.294532, Naive Volatility: 0.335899, Shrinkage: 0.00
Date: 2008-11-06 00:00:00, Volatility: 0.294246, Naive Volatility: 0.335292, Shrinkage: 0.00
Date: 2008-11-07 00:00:00, Volatility: 0.275967, Naive Volatility: 0.315789, Shrinkage: 0.00
Date: 2008-11-10 00:00:00, Volatility: 0.278690, Naive Volatility: 0.318863, Shrinkage: 0.00
Date: 2008-11-11 00:00:00, Volatility: 0.280834, Naive Volatility: 0.319814, Shrinkage: 0.00
Date: 2008-11-12 00:00:00, Volatility: 0.271009, Naive Volatility: 0.312519, Shrinkage: 0.00
Date: 2008-11-13 00:00:00, Volatility: 0.239989, Naive Volatility: 0.274270, Shrinkage: 0.00
Date: 2008-11-14 00:00:00, Volatility: 0.236556, Naive Volatility: 0.266364, Shrinkage: 0.00
Date: 2008-11-17 00:00:00, Volatility: 0.249876, Naive Volatility: 0.278276, Shrinkage: 0.00
Date: 2008-11-18 00:00:00, Volatility: 0.249795, Naive Volatility: 0.276189, Shrinkage: 0.00
Date: 2008-11-19 00:00:00, Volatility: 0.307363, Naive Volatility: 0.320715, Shrinkage: 0.00
Date: 2008-11-20 00:00:00, Volatility: 0.277465, Naive Volatility: 0.286312, Shrinkage: 0.00
Date: 2008-11-21 00:00:00, Volatility: 0.245264, Naive Volatility: 0.245864, Shrinkage: 0.07
Date: 2008-11-24 00:00:00, Volatility: 0.238908, Naive Volatility: 0.239832, Shrinkage: 0.14
Date: 2008-11-25 00:00:00, Volatility: 0.231500, Naive Volatility: 0.232321, Shrinkage: 0.07
Date: 2008-11-26 00:00:00, Volatility: 0.227735, Naive Volatility: 0.229342, Shrinkage: 0.06
Date: 2008-11-28 00:00:00, Volatility: 0.225142, Naive Volatility: 0.226642, Shrinkage: 0.06
Date: 2008-12-01 00:00:00, Volatility: 0.180666, Naive Volatility: 0.182328, Shrinkage: 0.06
Date: 2008-12-02 00:00:00, Volatility: 0.177056, Naive Volatility: 0.178100, Shrinkage: 0.07
Date: 2008-12-03 00:00:00, Volatility: 0.176079, Naive Volatility: 0.177109, Shrinkage: 0.05
Date: 2008-12-04 00:00:00, Volatility: 0.165560, Naive Volatility: 0.165471, Shrinkage: 0.10
Date: 2008-12-05 00:00:00, Volatility: 0.156901, Naive Volatility: 0.157183, Shrinkage: 0.09
Date: 2008-12-08 00:00:00, Volatility: 0.157664, Naive Volatility: 0.159601, Shrinkage: 0.03
Date: 2008-12-09 00:00:00, Volatility: 0.142154, Naive Volatility: 0.143007, Shrinkage: 0.06
Date: 2008-12-10 00:00:00, Volatility: 0.141391, Naive Volatility: 0.141990, Shrinkage: 0.08
Date: 2008-12-11 00:00:00, Volatility: 0.140075, Naive Volatility: 0.140457, Shrinkage: 0.08
Date: 2008-12-12 00:00:00, Volatility: 0.140650, Naive Volatility: 0.140850, Shrinkage: 0.09
Date: 2008-12-15 00:00:00, Volatility: 0.146782, Naive Volatility: 0.147460, Shrinkage: 0.07
Date: 2008-12-16 00:00:00, Volatility: 0.111717, Naive Volatility: 0.111729, Shrinkage: 0.10
Date: 2008-12-17 00:00:00, Volatility: 0.116404, Naive Volatility: 0.117595, Shrinkage: 0.05
Date: 2008-12-18 00:00:00, Volatility: 0.128048, Naive Volatility: 0.129397, Shrinkage: 0.06
Date: 2008-12-19 00:00:00, Volatility: 0.128632, Naive Volatility: 0.133333, Shrinkage: 0.00
Date: 2008-12-22 00:00:00, Volatility: 0.127943, Naive Volatility: 0.132583, Shrinkage: 0.00
Date: 2008-12-23 00:00:00, Volatility: 0.127822, Naive Volatility: 0.131428, Shrinkage: 0.00
Date: 2008-12-24 00:00:00, Volatility: 0.136592, Naive Volatility: 0.139534, Shrinkage: 0.00
Date: 2008-12-26 00:00:00, Volatility: 0.136590, Naive Volatility: 0.140003, Shrinkage: 0.00
Date: 2008-12-29 00:00:00, Volatility: 0.136608, Naive Volatility: 0.139801, Shrinkage: 0.00
Date: 2008-12-30 00:00:00, Volatility: 0.129157, Naive Volatility: 0.130584, Shrinkage: 0.05
Date: 2008-12-31 00:00:00, Volatility: 0.131902, Naive Volatility: 0.133834, Shrinkage: 0.03
Date: 2009-01-02 00:00:00, Volatility: 0.131434, Naive Volatility: 0.132477, Shrinkage: 0.05
Date: 2009-01-05 00:00:00, Volatility: 0.141350, Naive Volatility: 0.142501, Shrinkage: 0.05
Date: 2009-01-06 00:00:00, Volatility: 0.136285, Naive Volatility: 0.137200, Shrinkage: 0.07
Date: 2009-01-07 00:00:00, Volatility: 0.160541, Naive Volatility: 0.160442, Shrinkage: 0.15
Date: 2009-01-08 00:00:00, Volatility: 0.167384, Naive Volatility: 0.167016, Shrinkage: 0.14
Date: 2009-01-09 00:00:00, Volatility: 0.169036, Naive Volatility: 0.168529, Shrinkage: 0.14
Date: 2009-01-12 00:00:00, Volatility: 0.196061, Naive Volatility: 0.196407, Shrinkage: 0.08
Date: 2009-01-13 00:00:00, Volatility: 0.196853, Naive Volatility: 0.197031, Shrinkage: 0.06
Date: 2009-01-14 00:00:00, Volatility: 0.191593, Naive Volatility: 0.191974, Shrinkage: 0.07
Date: 2009-01-15 00:00:00, Volatility: 0.192017, Naive Volatility: 0.192117, Shrinkage: 0.08
Date: 2009-01-16 00:00:00, Volatility: 0.190137, Naive Volatility: 0.191349, Shrinkage: 0.00
Date: 2009-01-20 00:00:00, Volatility: 0.176829, Naive Volatility: 0.180780, Shrinkage: 0.00
Date: 2009-01-21 00:00:00, Volatility: 0.168038, Naive Volatility: 0.172345, Shrinkage: 0.00
Date: 2009-01-22 00:00:00, Volatility: 0.174265, Naive Volatility: 0.178054, Shrinkage: 0.00
Date: 2009-01-23 00:00:00, Volatility: 0.183989, Naive Volatility: 0.189533, Shrinkage: 0.00
Date: 2009-01-26 00:00:00, Volatility: 0.191409, Naive Volatility: 0.196106, Shrinkage: 0.00
Date: 2009-01-27 00:00:00, Volatility: 0.194035, Naive Volatility: 0.197589, Shrinkage: 0.03
Date: 2009-01-28 00:00:00, Volatility: 0.213489, Naive Volatility: 0.215938, Shrinkage: 0.00
Date: 2009-01-29 00:00:00, Volatility: 0.213571, Naive Volatility: 0.216764, Shrinkage: 0.00
Date: 2009-01-30 00:00:00, Volatility: 0.214217, Naive Volatility: 0.216791, Shrinkage: 0.00
Date: 2009-02-02 00:00:00, Volatility: 0.207037, Naive Volatility: 0.211182, Shrinkage: 0.00
Date: 2009-02-03 00:00:00, Volatility: 0.194755, Naive Volatility: 0.202326, Shrinkage: 0.00
Date: 2009-02-04 00:00:00, Volatility: 0.213714, Naive Volatility: 0.217380, Shrinkage: 0.00
Date: 2009-02-05 00:00:00, Volatility: 0.216299, Naive Volatility: 0.221923, Shrinkage: 0.00
Date: 2009-02-06 00:00:00, Volatility: 0.209112, Naive Volatility: 0.211601, Shrinkage: 0.00
Date: 2009-02-09 00:00:00, Volatility: 0.228954, Naive Volatility: 0.234826, Shrinkage: 0.00
Date: 2009-02-10 00:00:00, Volatility: 0.221778, Naive Volatility: 0.225214, Shrinkage: 0.03
Date: 2009-02-11 00:00:00, Volatility: 0.256012, Naive Volatility: 0.258013, Shrinkage: 0.20
Date: 2009-02-12 00:00:00, Volatility: 0.268693, Naive Volatility: 0.270643, Shrinkage: 0.15
Date: 2009-02-13 00:00:00, Volatility: 0.268260, Naive Volatility: 0.271480, Shrinkage: 0.23
Date: 2009-02-17 00:00:00, Volatility: 0.273173, Naive Volatility: 0.277667, Shrinkage: 0.23
Date: 2009-02-18 00:00:00, Volatility: 0.273119, Naive Volatility: 0.279774, Shrinkage: 0.23
Date: 2009-02-19 00:00:00, Volatility: 0.274349, Naive Volatility: 0.281138, Shrinkage: 0.24
Date: 2009-02-20 00:00:00, Volatility: 0.271146, Naive Volatility: 0.278446, Shrinkage: 0.23
Date: 2009-02-23 00:00:00, Volatility: 0.287132, Naive Volatility: 0.295059, Shrinkage: 0.22
Date: 2009-02-24 00:00:00, Volatility: 0.286429, Naive Volatility: 0.294694, Shrinkage: 0.23
Date: 2009-02-25 00:00:00, Volatility: 0.284538, Naive Volatility: 0.292542, Shrinkage: 0.23
Date: 2009-02-26 00:00:00, Volatility: 0.270836, Naive Volatility: 0.279427, Shrinkage: 0.23
Date: 2009-02-27 00:00:00, Volatility: 0.265931, Naive Volatility: 0.274573, Shrinkage: 0.23
Date: 2009-03-02 00:00:00, Volatility: 0.257737, Naive Volatility: 0.269737, Shrinkage: 0.27
Date: 2009-03-03 00:00:00, Volatility: 0.255662, Naive Volatility: 0.269705, Shrinkage: 0.28
Date: 2009-03-04 00:00:00, Volatility: 0.253924, Naive Volatility: 0.268488, Shrinkage: 0.28
Date: 2009-03-05 00:00:00, Volatility: 0.227781, Naive Volatility: 0.242520, Shrinkage: 0.28
Date: 2009-03-06 00:00:00, Volatility: 0.229473, Naive Volatility: 0.244193, Shrinkage: 0.29
Date: 2009-03-09 00:00:00, Volatility: 0.219828, Naive Volatility: 0.232140, Shrinkage: 0.27
Date: 2009-03-10 00:00:00, Volatility: 0.213418, Naive Volatility: 0.227871, Shrinkage: 0.28
Date: 2009-03-11 00:00:00, Volatility: 0.204071, Naive Volatility: 0.216776, Shrinkage: 0.28
Date: 2009-03-12 00:00:00, Volatility: 0.183849, Naive Volatility: 0.193173, Shrinkage: 0.26
Date: 2009-03-13 00:00:00, Volatility: 0.175568, Naive Volatility: 0.182709, Shrinkage: 0.24
Date: 2009-03-16 00:00:00, Volatility: 0.177159, Naive Volatility: 0.183644, Shrinkage: 0.23
Date: 2009-03-17 00:00:00, Volatility: 0.171234, Naive Volatility: 0.177585, Shrinkage: 0.24
Date: 2009-03-18 00:00:00, Volatility: 0.174087, Naive Volatility: 0.178744, Shrinkage: 0.24
Date: 2009-03-19 00:00:00, Volatility: 0.170517, Naive Volatility: 0.172133, Shrinkage: 0.15
Date: 2009-03-20 00:00:00, Volatility: 0.178420, Naive Volatility: 0.180135, Shrinkage: 0.16
Date: 2009-03-23 00:00:00, Volatility: 0.137757, Naive Volatility: 0.138752, Shrinkage: 0.15
Date: 2009-03-24 00:00:00, Volatility: 0.127737, Naive Volatility: 0.129652, Shrinkage: 0.20
Date: 2009-03-25 00:00:00, Volatility: 0.128961, Naive Volatility: 0.137367, Shrinkage: 0.25
Date: 2009-03-26 00:00:00, Volatility: 0.118007, Naive Volatility: 0.123144, Shrinkage: 0.23
Date: 2009-03-27 00:00:00, Volatility: 0.118376, Naive Volatility: 0.122708, Shrinkage: 0.22
Date: 2009-03-30 00:00:00, Volatility: 0.111562, Naive Volatility: 0.116494, Shrinkage: 0.23
Date: 2009-03-31 00:00:00, Volatility: 0.112713, Naive Volatility: 0.117534, Shrinkage: 0.23
Date: 2009-04-01 00:00:00, Volatility: 0.119950, Naive Volatility: 0.118017, Shrinkage: 0.61
Date: 2009-04-02 00:00:00, Volatility: 0.107050, Naive Volatility: 0.111780, Shrinkage: 0.24
Date: 2009-04-03 00:00:00, Volatility: 0.113940, Naive Volatility: 0.116303, Shrinkage: 0.20
Date: 2009-04-06 00:00:00, Volatility: 0.113979, Naive Volatility: 0.116273, Shrinkage: 0.20
Date: 2009-04-07 00:00:00, Volatility: 0.110848, Naive Volatility: 0.115831, Shrinkage: 0.24
Date: 2009-04-08 00:00:00, Volatility: 0.105103, Naive Volatility: 0.113321, Shrinkage: 0.50
Date: 2009-04-09 00:00:00, Volatility: 0.108545, Naive Volatility: 0.115740, Shrinkage: 0.26
Date: 2009-04-13 00:00:00, Volatility: 0.108828, Naive Volatility: 0.115881, Shrinkage: 0.26
Date: 2009-04-14 00:00:00, Volatility: 0.104814, Naive Volatility: 0.120030, Shrinkage: 0.56
Date: 2009-04-15 00:00:00, Volatility: 0.114380, Naive Volatility: 0.127111, Shrinkage: 0.50
Date: 2009-04-16 00:00:00, Volatility: 0.110853, Naive Volatility: 0.117972, Shrinkage: 0.26
Date: 2009-04-17 00:00:00, Volatility: 0.110941, Naive Volatility: 0.115947, Shrinkage: 0.23
Date: 2009-04-20 00:00:00, Volatility: 0.110216, Naive Volatility: 0.117214, Shrinkage: 0.26
Date: 2009-04-21 00:00:00, Volatility: 0.108867, Naive Volatility: 0.115961, Shrinkage: 0.26
Date: 2009-04-22 00:00:00, Volatility: 0.101980, Naive Volatility: 0.111733, Shrinkage: 0.28
Date: 2009-04-23 00:00:00, Volatility: 0.100910, Naive Volatility: 0.105730, Shrinkage: 0.38
Date: 2009-04-24 00:00:00, Volatility: 0.102848, Naive Volatility: 0.104491, Shrinkage: 0.18
Date: 2009-04-27 00:00:00, Volatility: 0.114082, Naive Volatility: 0.114404, Shrinkage: 0.14
Date: 2009-04-28 00:00:00, Volatility: 0.129318, Naive Volatility: 0.129402, Shrinkage: 0.14
Date: 2009-04-29 00:00:00, Volatility: 0.125938, Naive Volatility: 0.125862, Shrinkage: 0.12
Date: 2009-04-30 00:00:00, Volatility: 0.127037, Naive Volatility: 0.126850, Shrinkage: 0.12
Date: 2009-05-01 00:00:00, Volatility: 0.129625, Naive Volatility: 0.129568, Shrinkage: 0.11
